"","Authors","Title","Year","Source","grp"
"52143","Camacho, Carlos; Saez, Pedro; Sanchez, Sonia; Palacios, Sebastian; Molina, Carlos; Potti, Jaime","the road to opportunities: landscape change promotes body-size divergence in a highly mobile species",2016,"CURRENT ZOOLOGY","D_T_primary"
"52154","Tang, J. W.; Sun, H.; Yao, X. H.; Wu, Y. F.; Wang, X.; Fengl, J.","effects of replacement of soybean meal by fermented cottonseed meal on growth performance, serum biochemical parameters and immune function of yellow-feathered broilers",2012,"ASIAN-AUSTRALASIAN JOURNAL OF ANIMAL SCIENCES","D_T_primary"
"52161","Sakaguchi, M; Nakamura, H; Sonoda, K; Okamura, H; Yokogawa, K; Matsuo, K; Hira, K","protection of chickens with or without maternal antibodies against both marek's and newcastle diseases by one-time vaccination with recombinant vaccine of marek's disease virus type 1",1998,"VACCINE","D_T_primary"
"52167","Amy, Mathieu; Leboucher, Gerard","effects of eavesdropping on subsequent signalling behaviours in male canaries",2009,"ETHOLOGY","D_T_primary"
"52186","Boyer, Jean-Philippe; Canac-Marquis, Pierre; Guerin, Daniel; Mainguy, Julien; Pelletier, Fanie","oral vaccination against raccoon rabies: landscape heterogeneity and timing of distribution influence wildlife contact rates with the onrab vaccine bait",2011,"JOURNAL OF WILDLIFE DISEASES","D_T_primary"
"52210","Holden, Matthew H.; McDonald-Madden, Eve","high prices for rare species can drive large populations extinct: the anthropogenic allee effect revisited",2017,"JOURNAL OF THEORETICAL BIOLOGY","D_T_primary"
"52223","Templeton, JJ","learning from others' mistakes: a paradox revisited",1998,"ANIMAL BEHAVIOUR","D_T_primary"
"52237","Militz, Thane A.; Foale, Simon","the ""nemo effect"": perception and reality of finding nemo's impact on marine aquarium fisheries",2017,"FISH AND FISHERIES","D_T_primary"
"52239","Barwick, RS; Mohammed, HO; McDonough, PL; White, ME","risk factors associated with the likelihood of leptospiral seropositivity in horses in the state of new york",1997,"AMERICAN JOURNAL OF VETERINARY RESEARCH","D_T_primary"
"52257","Tennessen, Jennifer B.; Parks, Susan E.; Langkilde, Tracy L.","anthropogenic noise and physiological stress in wildlife",2016,"Advances in Experimental Medicine and Biology","D_T_primary"
"52262","Tarigan, Simson; Indriani, Risa; Durr, Peter A.; Ignjatovic, Jagoda","characterization of the m2e antibody response following highly pathogenic h5n1 avian influenza virus infection and reliability of m2e elisa for identifying infected among vaccinated chickens",2015,"AVIAN PATHOLOGY","D_T_primary"
"52264","van Schalkwyk, SJ; Hoffman, LC; Cloete, SWP; Mellett, FD","the effect of feed withdrawal during lairage on meat quality characteristics in ostriches",2005,"MEAT SCIENCE","D_T_primary"
"52269","Berentsen, Are R.; Johnson, Shylo R.; VerCauteren, Kurt C.","bait matrix flavor preference by mongoose (herpestes auropunctatus) in puerto rico: implications for oral rabies vaccination",2014,"CARIBBEAN JOURNAL OF SCIENCE","D_T_primary"
"52274","Sargeant, Glen A.; Oehler, Michael W.; Sexton, Chad L.","use of water developments by female elk at theodore roosevelt national park, north dakota",2014,"CALIFORNIA FISH AND GAME","D_T_primary"
"52276","Fick, Linda; Mitchell, Duncan; Fuller, Andrea","long-acting neuroleptics used in wildlife management do not impair thermoregulation or physical activity in goats (capra hircus)",2007,"COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY A-MOLECULAR & INTEGRATIVE PHYSIOLOGY","D_T_primary"
"52280","de Jong, IC; van Voorst, S; Ehlhardt, DA; Blokhuis, HJ","effects of restricted feeding on physiological stress parameters in growing broiler breeders",2002,"BRITISH POULTRY SCIENCE","D_T_primary"
"52281","Abate, Maria E.; Eng, Andrew G.; Kaufman, Les","alarm cue induces an antipredator morphological defense in juvenile nicaragua cichlids hypsophrys nicaraguensis",2010,"CURRENT ZOOLOGY","D_T_primary"
"52282","Musaya, Janelisa; Chisi, John; Senga, Edward; Nambala, Peter; Maganga, Emmanuel; Matovu, Enock; Enyaru, John","polymerase chain reaction identification of trypanosoma brucei rhodesiense in wild tsetse flies from nkhotakota wildlife reserve, malawi",2017,"MALAWI MEDICAL JOURNAL","D_T_primary"
"52285","SCHEFFER, VB","the olympic goat controversy - a perspective",1993,"CONSERVATION BIOLOGY","D_T_primary"
"52287","Cruz, Amilcar Arenal; Molento, Marcelo Beltrao","nanotechnology: meeting the future of veterinary parasitology research",2015,"PESQUISA VETERINARIA BRASILEIRA","D_T_primary"
"52289","Dennis, DF","do resource managers differ from the public in their preferences for management alternatives?",1998,"USDA FOREST SERVICE GENERAL TECHNICAL REPORT NORTHEASTERN FOREST EXPERIMENTAL STATION","D_T_primary"
"52301","Bateson, Melissa; Emmerson, Michael; Erguen, Goekce; Monaghan, Pat; Nettle, Daniel","opposite effects of early-life competition and developmental telomere attrition on cognitive biases in juvenile european starlings",2015,"PLOS ONE","D_T_primary"
"52306","Rani, S; Singh, S; Misra, M; Kumar, V","the influence of light wavelength on reproductive photorefractoriness in migratory blackheaded bunting (emberiza melanocephala)",2001,"REPRODUCTION NUTRITION DEVELOPMENT","D_T_primary"
"52307","Varnell, LM; Hardaway, CS","a risk assessment approach to management of estuarine dunefields",2005,"OCEAN & COASTAL MANAGEMENT","D_T_primary"
"52310","Xin, H; Chepete, HJ; Shao, J; Sell, JL","heat and moisture production and minimum ventilation requirements of tom turkeys during brooding-growing period",1998,"TRANSACTIONS OF THE ASAE","D_T_primary"
"52315","Saunders, A; Norton, DA","ecological restoration at mainland islands in new zealand",2001,"BIOLOGICAL CONSERVATION","D_T_primary"
"52319","Bhagat, Janet; Ahmed, K. A.; Tyagi, Praveen; Saxena, M.; Saxena, V. K.","effects of supplemental chromium on interferon-gamma (ifn-gamma) mrna expression in response to newcastle disease vaccine in broiler chicken",2008,"RESEARCH IN VETERINARY SCIENCE","D_T_primary"
"52321","Buultjens, Jeremy; Ratnayke, Iraj; Gnanapala, Athula","whale watching in sri lanka: perceptions of sustainability",2016,"TOURISM MANAGEMENT PERSPECTIVES","D_T_primary"
"52322","Inman, K; McLeod, DM; Menkhaus, DJ","rural land use and sale preferences in a wyoming county",2002,"LAND ECONOMICS","D_T_primary"
"52328","Galateanu, Gabriela; Hermes, Robert; Saragusty, Joseph; Goeritz, Frank; Potier, Romain; Mulot, Baptiste; Maillot, Alexis; Etienne, Pascal; Bernardino, Rui; Fernandes, Teresa; Mews, Jurgen; Hildebrandt, Thomas Bernd","rhinoceros feet step out of a rule-of-thumb: a wildlife imaging pioneering approach of synchronized computed tomography-digital radiography",2014,"PLOS ONE","D_T_primary"
"52345","Williams, ES; Miller, MW","chronic wasting disease in deer and elk in north america",2002,"REVUE SCIENTIFIQUE ET TECHNIQUE DE L OFFICE INTERNATIONAL DES EPIZOOTIES","D_T_primary"
"52350","Adriaansen-Tennekes, R.; Reilingh, G. de Vries; Nieuwland, M. G. B.; Parmentier, H. K.; Savelkoul, H. F. J.","chicken lines divergently selected for antibody responses to sheep red blood cells show line-specific differences in sensitivity to immunomodulation by diet. part i: humoral parameters",2009,"POULTRY SCIENCE","D_T_primary"
"52358","Taabazuing, Cornelius Y.; Hangasky, John A.; Knapp, Michael J.","oxygen sensing strategies in mammals and bacteria",2014,"JOURNAL OF INORGANIC BIOCHEMISTRY","D_T_primary"
"52366","BAUMANN, H; GAULDIE, J","the acute-phase response",1994,"IMMUNOLOGY TODAY","D_T_primary"
"52367","Holland, MCH; Lambris, JD","the complement system in teleosts",2002,"FISH & SHELLFISH IMMUNOLOGY","D_T_primary"
"52376","Girgis, George N.; Sharif, Shayan; Barta, John R.; Boermans, Herman J.; Smith, Trevor K.","immunomodulatory effects of feed-borne fusarium mycotoxins in chickens infected with coccidia",2008,"EXPERIMENTAL BIOLOGY AND MEDICINE","D_T_primary"
"52378","Kamel, N. F.; Naela, M. Ragaa; El-Banna, R. A.; Mohamed, F. F.","effects of a monocomponent protease on performance parameters and protein digestibility in broiler chickens",2015,"Agriculture and Agricultural Science Procedia","D_T_primary"
"52381","Deutz, A; Spergser, J; Rosengarten, R; Kofer, J","first detection of intrauterine transmission of paratuberculosis in red deer and chamois",2003,"ZEITSCHRIFT FUR JAGDWISSENSCHAFT","D_T_primary"
"52390","Peebles, E. D.; Basenko, E. Y.; Branton, S. L.; Whitmarsh, S. K.; Gerard, P. D.","effects of s6-strain mycoplasma gallisepticum inoculation at ten, twenty-two, or forty-five weeks of age on the blood characteristics of commercial egg-laying hens",2006,"POULTRY SCIENCE","D_T_primary"
"52398","Bolaane, M","the impact of game reserve policy on the river basarwa/bushmen of botswana",2004,"SOCIAL POLICY & ADMINISTRATION","D_T_primary"
"52404","Bus Leone, Patricio; Cerda, Julio; Sala, Silvia; Reid, Brian","mink (neovison vison) as a natural vector in the dispersal of the diatom didymosphenia geminata",2014,"DIATOM RESEARCH","D_T_primary"
"52406","Boughter, John D., Jr.; Bachmanov, Alexander A.","behavioral genetics and taste",2007,"BMC NEUROSCIENCE","D_T_primary"
"52412","ASTHEIMER, LB; BUTTEMER, WA; WINGFIELD, JC","interactions of corticosterone with feeding, activity and metabolism in passerine birds",1992,"ORNIS SCANDINAVICA","D_T_primary"
"52434","Sekhar, NU","crop and livestock depredation caused by wild animals in protected areas: the case of sariska tiger reserve, rajasthan, india",1998,"ENVIRONMENTAL CONSERVATION","D_T_primary"
"52447","Cutler, Sean R.","inducible gene expression in mammals: plants add to the menu",2011,"SCIENCE SIGNALING","D_T_primary"
"52461","Nava, Elena; Bottari, Davide; Villwock, Agnes; Fengler, Ineke; Buechner, Andreas; Lenarz, Thomas; Roeder, Brigitte","audio-tactile integration in congenitally and late deaf cochlear implant users",2014,"PLOS ONE","D_T_primary"
"52469","Shury, Todd K.; Bergeson, Doug; Surujballi, Om; Lyashchenko, Konstantin P.; Greenwald, Rena","field evaluation of three blood-based assays for elk (cervus canadensis) naturally infected with mycobacterium bovis",2014,"PREVENTIVE VETERINARY MEDICINE","D_T_primary"
"52471","MacGowan, Brian J.; Currylow, Andrea F. T.; MacNeil, Jami E.","short-term responses of timber rattlesnakes (crotalus horridus) to even-aged timber harvests in indiana",2017,"FOREST ECOLOGY AND MANAGEMENT","D_T_primary"
"52494","Pezzone, Natalia; Eberhardt, Ayelen T.; Fernandez, Analia; Garbaccio, Sergio; Zumarraga, Martin; Gioffre, Andrea; Magni, Carolina; Beldomenico, Pablo M.; Rocio Marini, M.; Canal, Ana M.","mycobacterium intracellulare infection in a capybara (hydrochoerus hydrochaeris)",2013,"JOURNAL OF ZOO AND WILDLIFE MEDICINE","D_T_primary"
"52495","Sun, Z. W.; Fan, Q. H.; Wang, X. X.; Guo, Y. M.; Wang, H. J.; Dong, X.","high dietary biotin levels affect the footpad and hock health of broiler chickens reared at different stocking densities and litter conditions",2017,"JOURNAL OF ANIMAL PHYSIOLOGY AND ANIMAL NUTRITION","D_T_primary"
"52502","Konno, N; Hyodo, S; Takei, Y; Matsuda, K; Uchiyama, M","plasma aldosterone, angiotensin ii, and arginine vasotocin concentrations in the toad, bufo marinus, following osmotic treatments",2005,"GENERAL AND COMPARATIVE ENDOCRINOLOGY","D_T_primary"
"52507","Woods, AK; Storey, KB","vertebrate freezing survival: regulation of the multicatalytic proteinase complex and controls on protein degradation",2006,"BIOCHIMICA ET BIOPHYSICA ACTA-GENERAL SUBJECTS","D_T_primary"
"52510","Dubuis, E; Lucas, D","control of cutaneous mycosis in five chimpanzees (pan troglodytes) with lufenuron",2003,"VETERINARY RECORD","D_T_primary"
"52519","Sophie Avila-Foucat, Veronique; Gendron, Diane; Revollo-Fernandez, Daniel; Israel Popoca, Ernesto; Ramirez, Alejandra","determinants of the potential demand for whale watching in loreto bay national park",2017,"MARINE POLICY","D_T_primary"
"52532","Kumar, V.; Elangovan, A. V.; Mandal, A. B.; Tyagi, P. K.; Bhanja, S. K.; Dash, B. B.","effects of feeding raw or reconstituted high tannin red sorghum on nutrient utilisation and certain welfare parameters of broiler chickens",2007,"BRITISH POULTRY SCIENCE","D_T_primary"
"52536","Stephens, Elizabeth L.; Castro-Morales, Luz; Quintana-Ascencio, Pedro F.","post-dispersal seed predation, germination, and seedling survival of five rare florida scrub species in intact and degraded habitats",2012,"AMERICAN MIDLAND NATURALIST","D_T_primary"
"52550","Sidwa, TJ; Wilson, PJ; Moore, GM; Oertli, EH; Hicks, BN; Rohde, RE; Johnston, DH","evaluation of oral rabies vaccination programs for control of rabies epizootics in coyotes and gray foxes: 1995-2003",2005,"JAVMA-JOURNAL OF THE AMERICAN VETERINARY MEDICAL ASSOCIATION","D_T_primary"
"52555","Luo, Shi-Ming; Schatten, Heide; Sun, Qing-Yuan","sperm mitochondria in reproduction: good or bad and where do they go?",2013,"JOURNAL OF GENETICS AND GENOMICS","D_T_primary"
"52564","Mackinnon, Sean P.; Jordan, Christian H.; Wilson, Anne E.","birds of a feather sit together: physical similarity predicts seating choice",2011,"PERSONALITY AND SOCIAL PSYCHOLOGY BULLETIN","D_T_primary"
"52576","Ebling, P. D.; Pontalti, G. C.; Villanueva, A. P.; Ribeiro, A. M. L.","pendulous crop in broilers",2015,"BRAZILIAN JOURNAL OF POULTRY SCIENCE","D_T_primary"
"52582","Oeztuerk, N.; Song, S. -H.; Oezguer, S.; Selby, C. P.; Morrison, L.; Partch, C.; Zhong, D.; Sancar, A.","structure and function of animal cryptochromes",2007,"COLD SPRING HARBOR SYMPOSIA ON QUANTITATIVE BIOLOGY","D_T_primary"
"52588","Tulipano, Giovanni","whey proteins and enteric hormones interplay between food components and the enteroendocrine system",2015,"AGRO FOOD INDUSTRY HI-TECH","D_T_primary"
"52593","Yuan, Shibin; Mu, Huaqiang; Cao, Shanshan; Zhang, Mingchun; Yang, Xuyu; Gu, Xiaodong; Hui, Jinchu; Zhang, Zejun","factors affecting habitat utilization by sympatric niviventer confucianus and apodemus draco in fengtongzhai nature reserve, china: the effects of food availability and predation risks",2014,"NORTH-WESTERN JOURNAL OF ZOOLOGY","D_T_primary"
"52594","Festa-Bianchet, Marco","when does selective hunting select, how can we tell, and what should we do about it?",2017,"MAMMAL REVIEW","D_T_primary"
"52601","Al-Aqil, A.; Zulkifli, I.; Bejo, M. Hair; Sazili, A. Q.; Rajion, M. A.; Somchit, M. N.","changes in heat shock protein 70, blood parameters, and fear-related behavior in broiler chickens as affected by pleasant and unpleasant human contact",2013,"POULTRY SCIENCE","D_T_primary"
"52607","Brock, Hugh W.; Hodgson, Jacob W.; Petruk, Svetlana; Mazo, Alexander","regulatory noncoding rnas at hox loci",2009,"BIOCHEMISTRY AND CELL BIOLOGY-BIOCHIMIE ET BIOLOGIE CELLULAIRE","D_T_primary"
"52621","Nakazawa, Takefumi","ontogenetic niche shifts matter in community ecology: a review and future perspectives",2015,"POPULATION ECOLOGY","D_T_primary"
"52622","Zeferino, Cynthia P.; Wells, Kevin D.; Moura, Ana Silvia A. M. T.; Rottinghaus, George E.; Ledoux, David R.","changes in renal gene expression associated with induced ochratoxicosis in chickens: activation and deactivation of transcripts after varying durations of exposure",2017,"POULTRY SCIENCE","D_T_primary"
"52625","Davis, Drew R.; Gabor, Caitlin R.","behavioral and physiological antipredator responses of the san marcos salamander, eurycea nana",2015,"PHYSIOLOGY & BEHAVIOR","D_T_primary"
"52634","Blackie, Helen M.; Russell, James C.; Clout, Mick N.","maternal influence on philopatry and space use by juvenile brushtail possums (trichosurus vulpecula)",2011,"JOURNAL OF ANIMAL ECOLOGY","D_T_primary"
"52646","Schoralkova, Tereza; Kratochvil, Lukas; Kubicka, Lukas","temporal organization: a novel mechanism of hormonal control of male-typical sexual behavior in vertebrates",2017,"PHYSIOLOGY & BEHAVIOR","D_T_primary"
"52648","Prevedello, Jayme A.; Gotelli, Nicholas J.; Metzger, Jean Paul","a stochastic model for landscape patterns of biodiversity",2016,"ECOLOGICAL MONOGRAPHS","D_T_primary"
"52654","Xue, Hui; Zhang, Huabin; Li, Yongmin; Wu, Xiaoyou; Yan, Peng; Wu, Xiao-Bing","the complete mitochondrial genome of garrulax cineraceus (aves, passeriformes, timaliidae)",2016,"MITOCHONDRIAL DNA PART A","D_T_primary"
"52656","Gunnels, Charles W.; Dubrovskiy, Aleksandr; Avalos, Arian","social interactions as an ecological constraint in a eusocial insect",2008,"ANIMAL BEHAVIOUR","D_T_primary"
"52658","Zhang, Huabin; Li, Yongmin; Wu, Xiaoyou; Xue, Hui; Yan, Peng; Wu, Xiao-Bing","the complete mitochondrial genome of paradoxornis webbianus (passeriformes, muscicapidae)",2015,"MITOCHONDRIAL DNA","D_T_primary"
"52672","Chvala, S; Bakonyi, T; Hackl, R; Hess, M; Nowotny, N; Weissenbock, H","limited pathogenicity of usutu virus for the domestic chicken (gallus domesticus)",2005,"AVIAN PATHOLOGY","D_T_primary"
"52673","Renaldo, Kyle A.; Murch, Cecilia W.; Riley, Ja-Nell; Helleman, Brandon; Smith, Geoffrey R.; Rettig, Jessica E.","substrate preference of eastern red-backed salamanders, plethodon cinereus: a comparison of deciduous and coniferous substrates",2011,"AMPHIBIA-REPTILIA","D_T_primary"
"52677","Banhazi, T. M.; Currie, E.; Quartararo, M.; Aarnink, A. J. A.","controlling the concentrations of airborne particles in broiler buildings",2009,"SUSTAINABLE ANIMAL PRODUCTION","D_T_primary"
