"","Authors","Title","Year","Source","grp"
"40858","Norton-Griffiths, M.","property rights and the marginal wildebeest: a cost benefit analysis of wildlife conservation options in kenya",1995,"Working Paper - Centre for Social &amp; Economic Research on the Global Environment","A_An_primary"
"40861","Raïs, B., Chassagnole, C., Mazat, J.-P.","control of threonine pathway in e. coli. application to biotechnologies",1995,"Acta Biotheoretica","A_An_primary"
"40865","Maccleery, D.W.","the way to a healthy future for national forest ecosystems in the west: what role can silviculture and prescribed fire play?",1995,"General Technical Report - US Department of Agriculture, Forest Service","A_An_primary"
"40874","Cooper, N.S.","wildlife conservation in churchyards: a case-study in ethical judgements",1995,"Biodiversity and Conservation","A_An_primary"
"40881","Lajeunesse, D., Domon, G., Drapeau, P., Cogliastro, A., Bouchard, A.","development and application of an ecosystem management approach for protected natural areas",1995,"Environmental Management","A_An_primary"
"40884","Liu, W.-M., Chu, W.-M., Choudary, P.V., Schmid, C.W.","cell stress and translational inhibitors transiently increase the abundance of mammalian sine transcripts",1995,"Nucleic Acids Research","A_An_primary"
"40886","Klemens, M.W., Thorbjarnarson, J.B.","reptiles as a food resource",1995,"Biodiversity and Conservation","A_An_primary"
"40913","Blackwell, B.F., Doerr, P.D., Reed, J.M., Walters, J.R.","inbreeding rate and effective population size: a comparison of estimates from pedigree analysis and a demographic model",1995,"Biological Conservation","A_An_primary"
"40914","Nordstrom, K.F., Jackson, N.L.","temporal scales of landscape change following storms on a human-altered coast, new jersey, usa",1995,"Journal of Coastal Conservation","A_An_primary"
"40916","Masters, B.S., Forester, D.C.","kin recognition in a brooding salamander",1995,"Proceedings of the Royal Society B: Biological Sciences","A_An_primary"
"40927","Vaske, J.J., Donnelly, M.P., Wittmann, K., Laidlaw, S.","interpersonal versus social?values conflict",1995,"Leisure Sciences","A_An_primary"
"40931","Kacelnik, A., Cotton, P.A., Stirling, L., Wright, J.","food allocation among nestling starlings: sibling competition and the scope of parental choice",1995,"Proceedings of the Royal Society B: Biological Sciences","A_An_primary"
"40938","Birkhead, T.R., Fletcher, F.","male phenotype and ejaculate quality in the zebra finch taeniopygia guttata",1995,"Proceedings of the Royal Society B: Biological Sciences","A_An_primary"
"40940","Messier, T.L., Dorman, C.M., Braüner?Osborne, H., Eubanks, D., Brann, M.R.","high throughput assays of cloned adrenergic, muscarinic, neurokinin, and neurotrophin receptors in living mammalian cells",1995,"Pharmacology &amp; Toxicology","A_An_primary"
"40948","Miner, T.","clash in values over wilderness and oil in alaska",1994,"Forum for Applied Research &amp; Public Policy","A_An_primary"
"40950","Ray, J.P.","conference report 1995 international oil spill conference update",1994,"Spill Science and Technology Bulletin","A_An_primary"
"40951","Loader, J.A.","national parks and social involvement - an argument",1994,"Koedoe","A_An_primary"
"40972","Wells, D.E., Campbell, L.A., Ross, H.M., Thompson, P.M., Lockyer, C.H.","organochlorine residues in harbour porpoise and bottlenose dolphins stranded on the coast of scotland, 1988-1991",1994,"Science of the Total Environment, The","A_An_primary"
"40983","Lindenmayer, D.B.","wildlife corridors and the mitigation of logging impacts on fauna in wood-production forests in south-eastern australia: a review",1994,"Wildlife Research","A_An_primary"
"41015","Spurr, E.B.","feeding by captive rare birds on baits used in poisoning operations for control of brushtail possums",1993,"New Zealand Journal of Ecology","A_An_primary"
"41018","Hansen, A.J., Garman, S.L., Marks, B.","an approach for managing vertebrate diversity across multiple-use landscapes",1993,"Ecological Applications","A_An_primary"
"41022","Carruthers, J.","""police boys' and poachers: africans, wildlife protection and national parks, the transvaal 1902 to 1950",1993,"Koedoe","A_An_primary"
"41026","Good, B.","louisiana's wetlands: combatting erosion and revitalizing native ecosystems",1993,"Restoration &amp; Management Notes","A_An_primary"
"41031","Hesse, L.W., Stalnaker, C.B., Benson, N.G., Zuboy, J.R.","proceedings of the symposium on restoration planning for the rivers of mississippi river ecosystem",1993,"Biological Report - US Fish &amp; Wildlife Service","A_An_primary"
"41036","Hsie, A.W., Xu, Z., Yu, Y., An, J., Meltz, M.L., Schwartz, J.L., Hrelia, P.","quantitative and molecular analyses of genetic risk: a study with lonizing radiation",1993,"Environmental Health Perspectives","A_An_primary"
"41041","Gauthier, L., Van der Gaag, M.A., L'Haridon, J., Ferrier, V., Fernandez, M.","in vivo detection of waste water and industrial effluent genotoxicity: use of the newt micronucleus test (jaylet test)",1993,"Science of the Total Environment, The","A_An_primary"
"41042","Haworth-Brockman, M.J., Murkin, H.R., Clay, R.T.","effects of shallow flooding on newly established purple loosestrife seedlings",1993,"Wetlands","A_An_primary"
"41055","Heinen, J.T.","park-people relations in kosi tappu wildlife reserve, nepal: a socio-economic analysis",1993,"Environmental Conservation","A_An_primary"
"41056","Crabtree, B., Leat, P., Santarossa, J.","the management and utilization of scottish wildlife sites",1993,"Journal of Environmental Planning and Management","A_An_primary"
"41065","Berkes, F.","cree fishermen of the eastern subarctic: stewards of the commons",1993,"Publication Series - University of Waterloo, Department of Geography","A_An_primary"
"41069","STEVENS, D.R., GOODSON, N.J.","assessing effects of removals for transplanting on a high?elevation bighorn sheep population",1993,"Conservation Biology","A_An_primary"
"41070","B. BODDINGTON, M.A.","financial and economic measurement of environmental factors",1993,"Water and Environment Journal","A_An_primary"
"41075","Toth, L.A., Obeysekera, J.T.B., Perkins, W.A., Loftin, M.K.","flow regulation and restoration of florida's kissimmee river",1993,"Regulated Rivers: Research &amp; Management","A_An_primary"
"41090","Swanson, T.M.","the role of wildlife utilization and other policies in biodiversity conservation",1992,"Economics for the wilds","A_An_primary"
"41093","Gottfried, G.J.","ecology and management of the southwestern pinyon-juniper woodlands",1992,"General Technical Report - US Department of Agriculture, Forest Service","A_An_primary"
"41102","Jordan, G.A., Baskent, E.Z.","a case study in spatial wood supply analysis",1992,"Forestry Chronicle","A_An_primary"
"41109","Aratani, Y., Okazaki, R., Koyama, H.","end extension repair of introduced targeting vectors mediated by homologous recombination in mammalian cells",1992,"Nucleic Acids Research","A_An_primary"
"41114","Brieger, G., Wells, J.R., Hunter, R.D.","plant and animal species composition and heavy metal content in fly ash ecosystems",1992,"Water, Air, &amp; Soil Pollution","A_An_primary"
"41117","Jacobs, M.J., Schloeder, C.A.","managing brown bears and wilderness recreation on the kenai peninsula, alaska, usa",1992,"Environmental Management","A_An_primary"
"41126","Hockin, D., Ounsted, M., Gorman, M., Hill, D., Keller, V., Barker, M.A.","examination of the effects of disturbance on birds with reference to its importance in ecological assessments",1992,"Journal of Environmental Management","A_An_primary"
"41132","Fargey, P.J.","boabeng-fiema monkey sanctuary-an example of traditional conservation in ghana",1992,"Oryx","A_An_primary"
"41135","Leibowitz, D.H.","the glial spike theory. i. on an active role of neuroglia in spreading depression and migraine",1992,"Proceedings of the Royal Society B: Biological Sciences","A_An_primary"
"41137","KATTAN, G.H.","rarity and vulnerability: the birds of the cordillera central of colombia",1992,"Conservation Biology","A_An_primary"
"41142","Thompson, J., Young, D.A.","the optimal use of prairie pothole wetlands: an economic perspective",1992,"Canadian Water Resources Journal","A_An_primary"
"41143","Maguire, L.A., Servheen, C.","integrating biological and sociological concerns in endangered species management: augmentation of grizzly bear populations",1992,"Conservation Biology","A_An_primary"
"41146","Briskie, J.V., Sealy, S.G., Hobson, K.A.","behavioural defenses against avian brood parasitism in sympatric and allopatric host populations",1992,"Evolution","A_An_primary"
"41154","Rankin, M.A.","endocrine effects on migration",1991,"American Zoologist","A_An_primary"
"41159","Welte, S., Frink, L.","rescue and rehabilitation of oiled birds",1991,"Fish &amp; Wildlife Leaflet - US Fish &amp; Wildlife Service","A_An_primary"
"41165","Barlow, J.","the utility of demographic models in marine mammal management",1991,"Report - International Whaling Commission","A_An_primary"
"41167","Baskent, E.Z., Jordan, G.A.","spatial wood supply simulation modelling",1991,"Forestry Chronicle","A_An_primary"
"41175","Robertson, F.D.","new perspectives is forest service plan",1991,"Forum for Applied Research &amp; Public Policy","A_An_primary"
"41177","Wearing, S., Brock, M.","management of parks for tourism: an attitudinal survey of service personnel",1991,"Australian Parks &amp; Recreation","A_An_primary"
"41182","Leonard, M., Holmes, D.","recreation management and multi-resource planning for the mt cole forest, victoria",1991,"Forest management in Australia","A_An_primary"
"41193","Leeson, S.","the need for growth promoting compounds in poultry meat production",1991,"Journal of Agricultural and Environmental Ethics","A_An_primary"
"41196","Bullis, C.A., Kennedy, J.J.","value conflicts and policy interpretation: changes in the case of fisheries and wildlife managers in multiple use agencies",1991,"Policy Studies Journal","A_An_primary"
"41200","Carr, S., Tait, J.","differences in the attitudes of farmers and conservationists and their implications",1991,"Journal of Environmental Management","A_An_primary"
"41218","Feekes, F.","the black-bellied whistling duck in mexico-from traditional use to sustainable management?",1991,"Biological Conservation","A_An_primary"
"41225","Blakely, K.L., Crawford, J.A., Lutz, R.S., Kilbride, K.M.","response of key foods of california quail to habitat manipulations",1990,"Wildlife Society Bulletin","A_An_primary"
"41226","Rodgers, R.D., Sexson, M.L.","impacts of extensive chemical control of sand sagebrush on breeding birds",1990,"Journal of Soil &amp; Water Conservation","A_An_primary"
"41234","Newsome, A.E., Coman, B.J.","some introduced mammalian pests of the mallee",1990,"The mallee lands. Proc. national mallee conference, Adelaide, 1989","A_An_primary"
"41253","Fuller, R.J., Warren, M.S.","coppiced woodlands: their management for wildlife",1990,"Coppiced woodlands: their management for wildlife","A_An_primary"
"41266","INGLIS, I.R., ISAACSON, A.J., THEARLE, R.J.P., WESTWOOD, N.J.","the effects of changing agricultural practice upon woodpigeon columba palumbus numbers",1990,"Ibis","A_An_primary"
"41270","Masscheleyn, P.H., Delaune, R.D., Patrick, W.H.","transformations of selenium as affected by sediment oxidation–reduction potential and ph",1990,"Environmental Science and Technology","A_An_primary"
"41277","Stephenson, A.H., McCaskey, T.A., Ruffin, B.G.","a survey of broiler litter composition and potential value as a nutrient resource",1990,"Biological Wastes","A_An_primary"
"41283","Lyon, L.J.","succession modeling and wildlife habitat management",1989,"General Technical Report - US Department of Agriculture, Forest Service","A_An_primary"
"41291","Maschinski, J., Whitham, T.G.","the continuum of plant responses to herbivory: the influence of plant association, nutrient availability, and timing",1989,"American Naturalist","A_An_primary"
"41293","Boyce, M.S.","the jackson elk herd: intensive wildlife management in north america",1989,"The Jackson elk herd: intensive wildlife management in North America","A_An_primary"
"41305","Mathews, A.E.","conflict, controversy, and compromise: the concho water snake (nerodia harteri paucimaculata) versus the stacy dam and reservoir",1989,"Environmental Management","A_An_primary"
"41308","Leuschner, W.A., Ritchie, V.P., Stauffer, D.F.","opinions on wildlife: responses of resource managers and wildlife users in the southeastern united states",1989,"Wildlife Society Bulletin","A_An_primary"
