Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Document Type,,
"Houlahan, J.E., Keddy, P.A., Makkay, K., Findlay, C.S.",The effects of adjacent land use on wetland species richness and community composition,2006,Wetlands,26,1,,79,96,,93,10.1672/0277-5212(2006)26[79:TEOALU]2.0.CO;2,Article,,
"Conner, W.H., Franklin, R., Williams, T., Kessler, G., Nygaard, A.",Bottomland hardwood management demonstrations for South Carolina's lowcountry forest conservation project,2006,Hydrology and Management of Forested Wetlands - Proceeding of the International Conference,,,,432,438,,,,Conference Paper,,
"Morin, P.",Honest horses: Wild horses in the Great Basin,2006,Honest Horses: Wild Horses in The Great Basin,,,,1,376,,3,,Book,,
"Gervasi, V., Brunberg, S., Swenson, J.E.",An individual-based method to measure animal activity levels: A test on brown bears,2006,Wildlife Society Bulletin,34,5,,1314,1319,,36,10.2193/0091-7648(2006)34[1314:AIMTMA]2.0.CO;2,Review,,
"Mishra, K.K., Srivastava, K., Gupta, S.K.",Cytogenetic effects of fluchloralin in mouse bone marrow and root meristem cells of Allium cepa,2006,Journal of Industrial Pollution Control,22,2,,315,323,,,,Article,,
"Achuba, F.I., Otuya, E.O.",Protective influence of vitamins against petroleum-induced free radical toxicity in Rabit,2006,Environmentalist,26,4,,295,300,,2,10.1007/s10669-006-0158-y,Article,,
"Perlut, N.G., Strong, A.M., Donovan, T.M., Buckley, N.J.",Grassland songbirds in a dynamic management landscape: Behavioral responses and management strategies,2006,Ecological Applications,16,6,,2235,2247,,55,10.1890/1051-0761(2006)016[2235:GSIADM]2.0.CO;2,Article,,
"Cowled, B.D., Lapidge, S.J., Smith, M., Staples, L.","Attractiveness of a novel omnivore bait, PIGOUT®, to feral pigs (Sus scrofa) and assessment of risks of bait uptake by non-target species",2006,Wildlife Research,33,8,,651,660,,21,10.1071/WR06054,Article,,
"Goldsmith, D.R., Wagstaff, A.J.",Mammalian cell-derived somatropin: A review of its use in the management of HIV-associated wasting,2006,Drugs,66,3,,387,401,,4,10.2165/00003495-200666030-00014,Review,,
"Jones, E.S., Heard, D.C., Gillingham, M.P.",Temporal variation in stable carbon and nitrogen isotopes of grizzly bear guardhair and underfur,2006,Wildlife Society Bulletin,34,5,,1320,1325,,11,10.2193/0091-7648(2006)34[1320:TVISCA]2.0.CO;2,Review,,
"Wiltschko, W., Munro, U., Ford, H., Wiltschko, R.",Bird navigation: What type of information does the magnetite-based receptor provide?,2006,Proceedings of the Royal Society B: Biological Sciences,273,1603,,2815,2820,,40,10.1098/rspb.2006.3651,Article,,
"Lewis, R., O'Connell, T.C., Lewis, M., Campagna, C., Hoelzel, A.R.",Sex-specific foraging strategies and resource partitioning in the southern elephant seal (Mirounga leonina),2006,Proceedings of the Royal Society B: Biological Sciences,273,1603,,2901,2907,,62,10.1098/rspb.2006.3642,Article,,
"Ramp, D., Croft, D.B.",Do wildlife warning reflectors elicit aversion in captive macropods?,2006,Wildlife Research,33,7,,583,590,,9,10.1071/WR05115,Article,,
"Lucio-Forster, A., Bowman, D.D., Lucio-Martínez, B., Labare, M.P., Butkus, M.A.",Inactivation of the avian influenza virus (H5N2) in typical domestic wastewater and drinking water treatment systems,2006,Environmental Engineering Science,23,6,,897,903,,8,10.1089/ees.2006.23.897,Article,,
"Thomsen, D.A., Muir, K., Davies, J.",Aboriginal perspectives on kangaroo management in South Australia,2006,Rangeland Journal,28,2, RJ05028,127,137,,7,10.1071/RJ05028,Article,,
"Burger Jr., L.W., Mckenzie, D., Thackston, R., Demaso, S.J.",The role of farm policy in achieving large-scale conservation: Bobwhite and buffers,2006,Wildlife Society Bulletin,34,4,,986,993,,18,10.2193/0091-7648(2006)34[986:TROFPI]2.0.CO;2,Review,,
"Jonker, S.A., Muth, R.M., Organ, J.F., Zwick, R.R., Siemer, W.F.",Experiences with beaver damage and attitudes of Massachusetts residents toward beaver,2006,Wildlife Society Bulletin,34,4,,1009,1021,,17,10.2193/0091-7648(2006)34[1009:EWBDAA]2.0.CO;2,Review,,
"Seigel, R.A., Dinsmore, A., Richter, S.C.",Using well water to increase hydroperiod as a management option for pond-breeding amphibians,2006,Wildlife Society Bulletin,34,4,,1022,1027,,10,10.2193/0091-7648(2006)34[1022:UWWTIH]2.0.CO;2,Review,,
"Gill, D.E., Blank, P., Parks, J., Guerard, J.B., Lohr, B., Schwartzman, E., Gruber, J.G., Dodge, G., Rewa, C.A., Sears, H.F.",Plants and breeding bird response on a managed Conservation Reserve Program grassland in Maryland,2006,Wildlife Society Bulletin,34,4,,944,956,,32,10.2193/0091-7648(2006)34[944:PABBRO]2.0.CO;2,Review,,
"Jack, B.",The European Community and biodiversity loss: Missing the target?,2006,Review of European Community and International Environmental Law,15,3,,304,315,,4,10.1111/j.1467-9388.2006.00530.x,Article,,
"Devineau, O., Choquet, R., Lebreton, J.-D.","Planning capture-recapture studies: Straightforward precision, bias, and power calculations",2006,Wildlife Society Bulletin,34,4,,1028,1035,,22,10.2193/0091-7648(2006)34[1028:PCSSPB]2.0.CO;2,Review,,
"Zurita, G.A., Rey, N., Varela, D.M., Villagra, M., Bellocq, M.I.",Conversion of the Atlantic Forest into native and exotic tree plantations: Effects on bird communities from the local and regional perspectives,2006,Forest Ecology and Management,235,01-Mar,,164,173,,60,10.1016/j.foreco.2006.08.009,Article,,
"Graf, J.A., Gusset, M., Reid, C., Janse Van Rensburg, S., Slotow, R., Somers, M.J.",Evolutionary ecology meets wildlife management: Artificial group augmentation in the re-introduction of endangered African wild dogs (Lycaon pictus),2006,Animal Conservation,9,4,,398,403,,16,10.1111/j.1469-1795.2006.00048.x,Article,,
"Treydte, A.C., Halsdorf, S.A., Weber, E., Edwards, P.J.",Habitat use of warthogs on a former cattle ranch in Tanzania,2006,Journal of Wildlife Management,70,5,,1285,1292,,6,10.2193/0022-541X(2006)70[1285:HUOWOA]2.0.CO;2,Article,,
"Foster-McDonald, N.S., Hygnstrom, S.E., Korte, S.P.",Effects of a visual barrier fence on behavior and movements of black-tailed prairie dogs,2006,Wildlife Society Bulletin,34,4,,1169,1174,,4,10.2193/0091-7648(2006)34[1169:EOAVBF]2.0.CO;2,Review,,
"Bennett, A.F., Radford, J.Q., Haslem, A.",Properties of land mosaics: Implications for nature conservation in agricultural environments,2006,Biological Conservation,133,2,,250,264,,262,10.1016/j.biocon.2006.06.008,Article,,
"Dahlgren, D.K., Chi, R., Messmer, T.A.",Greater sage-grouse response to sagebrush management in Utah,2006,Wildlife Society Bulletin,34,4,,975,985,,36,10.2193/0091-7648(2006)34[975:GSRTSM]2.0.CO;2,Review,,
"Handel, C.M., Pajot, L.M., Talbot, S.L., Sage, G.K.",Use of buccal swabs for sampling DNA from nestling and adult birds,2006,Wildlife Society Bulletin,34,4,,1094,1100,,44,10.2193/0091-7648(2006)34[1094:UOBSFS]2.0.CO;2,Review,,
"Hoare, J.M., Pledger, S., Keall, S.N., Nelson, N.J., Mitchell, N.J., Daugherty, C.H.",Conservation implications of a long-term decline in body condition of the Brothers Island tuatara (Sphenodon guntheri),2006,Animal Conservation,9,4,,456,462,,18,10.1111/j.1469-1795.2006.00061.x,Article,,
"Lupis, S.G., Messmer, T.A., Black, T.",Gunnison sage-grouse use of Conservation Reserve Program fields in Utah and response to emergency grazing: A preliminary evaluation,2006,Wildlife Society Bulletin,34,4,,957,962,,3,10.2193/0091-7648(2006)34[957:GSUOCR]2.0.CO;2,Review,,
"Pertoldi, C., Negro, J.J., Muñoz, J., Barbanera, F., Garrido, H.","Introduction or reintroduction? Last resorts for the latest bird to become extinct in Europe, the Andalusian hemipode Turnix sylvatica sylvatica",2006,Biodiversity and Conservation,15,12,,3895,3908,,,10.1007/s10531-005-1875-0,Article,,
"Schilling, K.E., Spooner, J.",Effects of watershed-scale land use change on stream nitrate concentrations,2006,Journal of Environmental Quality,35,6,,2132,2145,,66,10.2134/jeq2006.0157,Article,,
"Kaminski, M.R., Baldassarre, G.A., Pearse, A.T.",Waterbird responses to hydrological management of Wetlands Reserve Program habitats in New York,2006,Wildlife Society Bulletin,34,4,,921,926,,21,10.2193/0091-7648(2006)34[921:WRTHMO]2.0.CO;2,Review,,
"Tremblay, J.-P., Huot, J., Potvin, F.",Divergent nonlinear responses of the boreal forest field layer along an experimental gradient of deer densities,2006,Oecologia,150,1,,78,88,,72,10.1007/s00442-006-0504-2,Article,,
"Evans, K.L., van Rensburg, B.J., Gaston, K.J., Chown, S.L.","People, species richness and human population growth",2006,Global Ecology and Biogeography,15,6,,625,636,,34,10.1111/j.1466-8238.2006.00253.x,Article,,
"Boucher, D., Testard, I., Averbeck, D.",Low levels of clustered oxidative DNA damage induced at low and high LET irradiation in mammalian cells,2006,Radiation and Environmental Biophysics,45,4,,267,276,,17,10.1007/s00411-006-0070-3,Article,,
"Mahon, C.L., Martin, K.","Nest survival of chickadees in managed forests: Habitat, predator, and year effects",2006,Journal of Wildlife Management,70,5,,1257,1265,,29,10.2193/0022-541X(2006)70[1257:NSOCIM]2.0.CO;2,Article,,
"Quezada, I.M., Gianoli, E.",Simulated herbivory limits phenotypic responses to drought in Convolvulus demissus choisy (Convolvulaceae),2006,Polish Journal of Ecology,54,3,,499,503,,7,,Article,,
"Snyder, C.D., Young, J.A., Stout III, B.M.","Aquatic habitats of Canaan Valley, West Virginia: Diversity and environmental threats",2006,Northeastern Naturalist,13,3,,333,352,,6,10.1656/1092-6194(2006)13[333:AHOCVW]2.0.CO;2,Article,,
"Rae, T.C., Vioarsdóttir, U.S., Jeffery, N., Steegmann Jr., A.T.",Developmental response to cold stress in cranial morphology of Rattus: Implications for the interpretation of climatic adaptation in fossil hominins,2006,Proceedings of the Royal Society B: Biological Sciences,273,1601,,2605,2610,,25,10.1098/rspb.2006.3629,Article,,
"Holzkämper, A., Lausch, A., Seppelt, R.",Optimizing landscape configuration to enhance habitat suitability for species with contrasting habitat requirements,2006,Ecological Modelling,198,03-Apr,,277,292,,51,10.1016/j.ecolmodel.2006.05.001,Article,,
"Jackson, B.A., Buehler, J.W., Cole, D., Cookson, S., Dausey, D.J., Honess-Morreale, L., Lance, S., Molander, R.C., O'Neal, P., Lurie, N.",Bioterrorism with zoonotic disease: Public health preparedness lessons from a multiagency exercise,2006,Biosecurity and Bioterrorism,4,3,,287,292,,14,10.1089/bsp.2006.4.287,Review,,
"Watanabe, M., Tezuka, M.",Copper is required for retinoic acid receptor-dependent transcription and neuronal differentiation in P19 embryonal carcinoma cells,2006,Journal of Health Science,52,5,,540,548,,2,10.1248/jhs.52.540,Article,,
"Woolnough, A.P., Lowe, T.J., Rose, K.",Can the Judas technique be applied to pest birds?,2006,Wildlife Research,33,6,,449,455,,12,10.1071/WR06009,Article,,
"Le Menach, A., Vergu, E., Grais, R.F., Smith, D.L., Flahault, A.",Key strategies for reducing spread of avian influenza among commercial poultry holdings: Lessons for transmission to humans,2006,Proceedings of the Royal Society B: Biological Sciences,273,1600,,2467,2475,,49,10.1098/rspb.2006.3609,Article,,
"Lutermann, H., Schmelting, B., Radespiel, U., Ehresmann, P., Zimmermann, E.","The role of survival for the evolution of female philopatry in a solitary forager, the grey mouse lemur (Microcebus murinus)",2006,Proceedings of the Royal Society B: Biological Sciences,273,1600,,2527,2533,,22,10.1098/rspb.2006.3603,Article,,
"Siderov, K., Ainsworth, N., Lowell, K., Bellman, C.",An investigation of the invasion dynamics of Asparagus asparagoides (L.) Druce at the habitat level using spatial analytical techniques,2006,Plant Protection Quarterly,21,2,,85,88,,1,,Conference Paper,,
"Krausman, P.R., Rosenstock, S.S., Cain III, J.W.","Developed waters for wildlife: Science, perception, values, and controversy",2006,Wildlife Society Bulletin,34,3,,563,569,,34,10.2193/0091-7648(2006)34[563:DWFWSP]2.0.CO;2,Review,,
"Lenth, B.A., Knight, R.L., Gilgert, W.C.",Conservation value of clustered housing developments,2006,Conservation Biology,20,5,,1445,1456,,69,10.1111/j.1523-1739.2006.00491.x,Article,,
"Muth, R.M., Zwick, R.R., Mather, M.E., Organ, J.F., Daigle, J.J., Jonker, S.A.",Unnecessary source of pain and suffering or necessary management tool: Attitudes of conservation professionals toward outlawing leghold traps,2006,Wildlife Society Bulletin,34,3,,706,715,,6,10.2193/0091-7648(2006)34[706:USOPAS]2.0.CO;2,Article,,
"Enck, J.W., Decker, D.J., Riley, S.J., Organ, J.F., Carpenter, L.H., Siemer, W.F.",Integrating ecological and human dimensions in adaptive management of wildlife-related impacts,2006,Wildlife Society Bulletin,34,3,,698,705,,20,10.2193/0091-7648(2006)34[698:IEAHDI]2.0.CO;2,Article,,
"Suedel, B.C., Nicholson, A., Day, C.H., Spicer, J.",The value of metals bioavailability and speciation information for ecological risk assessment in arid soils,2006,Integrated Environmental Assessment and Management,2,4,,355,364,,2,10.1002/ieam.5630020407,Article,,
"Dolan, B.F.",Water developments and desert bighorn sheep: Implications for conservation,2006,Wildlife Society Bulletin,34,3,,642,646,,15,10.2193/0091-7648(2006)34[642:WDADBS]2.0.CO;2,Article,,
"Fuhlendorf, S.D., Harrell, W.C., Engle, D.M., Hamilton, R.G., Davis, C.A., Leslie Jr., D.M.",Should heterogeneity be the basis for conservation? Grassland bird response to fire and grazing,2006,Ecological Applications,16,5,,1706,1716,,205,10.1890/1051-0761(2006)016[1706:SHBTBF]2.0.CO;2,Article,,
"Converse, S.J., White, G.C., Farris, K.L., Zack, S.",Small mammals and forest fuel reduction: National-scale responses to fire and fire surrogates,2006,Ecological Applications,16,5,,1717,1729,,38,10.1890/1051-0761(2006)016[1717:SMAFFR]2.0.CO;2,Article,,
"Thompson, I.D.",Monitoring of biodiversity indicators in boreal forests: A need for improved focus,2006,Environmental Monitoring and Assessment,121,01-Mar,,261,271,,9,10.1007/s10661-005-9119-z,Article,,
"Thompson, I.D.",Monitoring of biodiversity indicators in boreal forests: a need for improved focus.,2006,Environmental monitoring and assessment,121,01-Mar,,263,273,,5,,Article,,
"Jacobson, S.K., Morris, J.K., Sanders, J.S., Wiley, E.N., Brooks, M., Bennetts, R.E., Percival, H.F., Marynowski, S.",Understanding barriers to implementation of an adaptive land management program,2006,Conservation Biology,20,5,,1516,1527,,19,10.1111/j.1523-1739.2006.00476.x,Article,,
"Lecomte, N., Simard, M., Asselin, H., Nappi, A., Noël, J., Bergeron, Y.",Similarities and differences between harvesting- And wildfire-induced disturbances in fire-mediated Canadian landscapes | Similarités et différences entre les perturbations causées par la coupe forestiere et les feux dans les paysages Canadiens affectés par les incendies forestiers,2006,NCASI Technical Bulletin,,924,,1,64,,1,,Review,,
"Devereux, C.L., Vickery, J.A., Fernàndez-Juricic, E., Krebs, J.R., Whittingham, M.J.",Does sward density affect prey availability for grassland birds?,2006,"Agriculture, Ecosystems and Environment",117,1,,57,62,,15,10.1016/j.agee.2006.03.007,Article,,
"Pascual-Hortal, L., Saura, S.",Comparison and development of new graph-based landscape connectivity indices: Towards the priorization of habitat patches and corridors for conservation,2006,Landscape Ecology,21,7,,959,967,,273,10.1007/s10980-006-0013-z,Article,,
"Van Der Lee, G.E.M., Van Der Molen, D.T., Van Den Boogaard, H.F.P., Van Der Klis, H.",Uncertainty analysis of a spatial habitat suitability model and implications for ecological management of water bodies,2006,Landscape Ecology,21,7,,1019,1032,,39,10.1007/s10980-006-6587-7,Article,,
"Baos, R., Blas, J., Bortolotti, G.R., Marchant, T.A., Hiraldo, F.",Adrenocortical response to stress and thyroid hormone status in free-living nestling white storks (Ciconia ciconia) exposed to heavy metal and arsenic contamination,2006,Environmental Health Perspectives,114,10,,1497,1501,,44,10.1289/ehp.9099,Article,,
"Reagan, D.P.",An ecological basis for integrated environmental management,2006,Human and Ecological Risk Assessment,12,5,,819,833,,12,10.1080/10807030600848635,Review,,
"Greenberg, C.H., Otis, D.L., Waldrop, T.A.",Response of white-footed mice (Peromyscus leucopus) to fire and fire surrogate fuel reduction treatments in a southern Appalachian hardwood forest,2006,Forest Ecology and Management,234,01-Mar,,355,362,,17,10.1016/j.foreco.2006.07.022,Article,,
"Dodd Jr., C.K., Ozgul, A., Oli, M.K.",The influence of disturbance events on survival and dispersal rates of Florida box turtles,2006,Ecological Applications,16,5,,1936,1944,,28,10.1890/1051-0761(2006)016[1936:TIODEO]2.0.CO;2,Article,,
